,Datetime,Tweet Id,Text,Username,Like Count,Display Name,Language
49,2021-02-02 23:58:04+00:00,1356753786124066816,@TheVicar02 @flicklawson @captaintommoore How much longer do you think a bloody vaccine would have given him?  He died having done something he wanted to do.. Better than sitting in God's bloody waiting room.  Life is to be lived and he did just that. He died from pneumonia not Covid.,Birdie_Rebel,3,Birdie,en
50,2021-02-02 23:57:57+00:00,1356753758529740800,"More people in the US have received one dose of vaccine than have been infected with Covid-19, CDC says
https://t.co/ZgT1kIOTcU",KopaJude,0,Jude Kopa,en
51,2021-02-02 23:57:55+00:00,1356753747666427904,What an honor!  Thank you @RevDrBarber for the great conversation about vaccines and ongoing work to fight COVID. https://t.co/JMeUlXFYOL,DrMandyCohen,402,Mandy Cohen,en
52,2021-02-02 23:57:49+00:00,1356753724945825792,"(STAT+: STAT+ Conversations: A conversation on racial health disparities, Covid-19, and vaccine distribution) https://t.co/0SvIrOyDkG https://t.co/YUQo8LIqLR",Dataemia,0,Mazen M,en
53,2021-02-02 23:57:48+00:00,1356753719224844292,@NYGovCuomo @HRC @AlphonsoDavid There is no Covid 19 vaccine for us ..who have underlined conditions and are senior citizens at Advantage Care 96th street 2nd and 3rd avenues,tceero,1,Terrie Stinson,en
54,2021-02-02 23:57:47+00:00,1356753713046712320,"@JustinTrudeau @GovCanHealth @NRC_CNRC This is great news moving forward and long overdue but doesn’t really get us out of the jam we’re in now with vaccines in scarce supply and new COVID variants upon us. Would love to know the realistic date my 90 year old mother, who lives on her own, can get her vaccine.",LarryCainCanoe,9,Larry Cain,en
55,2021-02-02 23:57:42+00:00,1356753691806732288,@LongeneckerBob No I got two...and I think that is the standard. But definitely seems like clinic staff who previously had COVID got more side effects with the vaccine.,TNradonc,1,c.c.lipscomb,en
56,2021-02-02 23:57:41+00:00,1356753689440964610,I received my dose of the Pfizer COVID-19 vaccine 💉 @ Eastern Virginia Medical School https://t.co/uEsXK4Fw8v,treborniffur,0,Black Lives Matter ✊🏿✊🏾✊🏽✊🏼✊🏻,en
57,2021-02-02 23:57:39+00:00,1356753681602015232,"Today, we congratulate @halawontshutup for her good news: “I had an essay published in Vox about the COVID vaccine in the context of medicalized racism -- particularly, the CIA's fake vaccine campaign in Pakistan. https://t.co/PQmDLwkJyM” #GoodNewsTues https://t.co/SuUW4mGaYO",500wsNYC,4,NYC 500 WomenSci,en
58,2021-02-02 23:57:36+00:00,1356753669702770688,#CovidVaccine #GetVaccinated https://t.co/QBWLQyw8pd,jeniferinidaho,29,Jennifer in Idaho,und
59,2021-02-02 23:57:33+00:00,1356753654666174466,"How the Novavax COVID-19 vaccine differs from those already approved in Canada
https://t.co/Z04sp0lrWQ https://t.co/tZ1AfZEUfg",asimakoaa,0,Anna Asimakopulos,en
60,2021-02-02 23:57:24+00:00,1356753618544840711,"In a 24-hour reversal, NY Gov. Andrew Cuomo said restaurant workers are now eligible for the COVID-19 vaccine. https://t.co/WVMOim7cNu",MarketWatch,23,MarketWatch,en
61,2021-02-02 23:57:23+00:00,1356753615113846787,I Volunteered To Administer COVID-19 Vaccines. Here’s What I Saw During My Shift. https://t.co/agrt29giCU via @Yahoo,gatgman,0,Gregg Toney,en
62,2021-02-02 23:57:21+00:00,1356753606825934848,Coronavirus live news: WHO warns 'vaccine nationalism will spawn new Covid mutations' https://t.co/i8KDbfkvSe,guardian,57,The Guardian,en
63,2021-02-02 23:57:20+00:00,1356753600375005184,Wonder how many Republicans are jumping the lines to get covid vaccine.,jeanetteomo,0,Gertrude Simpson,en
64,2021-02-02 23:57:15+00:00,1356753582167621632,@imEducated There is none. If you go back and watch the press conference they said teachers don’t necessarily need the vaccine because there are procedures put in place that prevent teachers from being exposed to Covid.,its__arj,0,michelle obama 🍍🌻,en
65,2021-02-02 23:57:14+00:00,1356753575460896770,More Little Newtons teachers are rolling up their sleeves for the COVID-19 vaccine. In this interview with @ccxnews CEO and founder @AliseRMcGregor shares the excitement and relief it brings. #vaccine #earlyed #education https://t.co/i7Mi3tWmcs,LittleNewtons,1,LittleNewtons,en
66,2021-02-02 23:57:13+00:00,1356753570171863041,Today I spoke with public health officials at an @EnergyCommerce hearing about the need to pass President Biden's COVID-19 Rescue Plan to support the national effort to get more vaccines into the arms of Americans. https://t.co/FI6je5LRe7,FrankPallone,8,Rep. Frank Pallone,en
67,2021-02-02 23:57:08+00:00,1356753552366964736,CVS To Offer COVID-19 Vaccine At 18 Maryland Pharmacies https://t.co/q1V432KkvN https://t.co/zZ1XL0Jxdn,VSNMaryland,0,Verdant Square Network DC-MD,en
68,2021-02-02 23:57:08+00:00,1356753552350175234,Women may be more worried about COVID-19 vaccines. Experts say addressing their fears is essential. from https://t.co/HxTEnv1D2Z https://t.co/X5J0Op1fAt #Flipboard10forToday via @Flipboard,HamsterRj,0,RJ Hamster,en
69,2021-02-02 23:57:07+00:00,1356753547195523075,University Of Maryland School Of Medicine Study: People Who Survived COVID-19 May Only Need One Dose Of Vaccine https://t.co/Vdyl1mrIjH https://t.co/pvi6DDNQ2J,VSNMaryland,0,Verdant Square Network DC-MD,en
70,2021-02-02 23:57:06+00:00,1356753544280485888,"Ma crise du covid-19 :  

Chopé le COVID-19 : non
Cas contact+quarantaine : non
Travail: télétravail complet
Kilos pris ou perdus : bcp+
Chômage covid : non
Voyage depuis mars 2020 : non
Vacances reportées : oui 😔 
PCR : 0
Vacciné : pas encore https://t.co/iRqOrLiQqn",CarteJpl,0,Gigi 🇧🇪,fr
71,2021-02-02 23:57:06+00:00,1356753543437422599,"Russian scientists say country's Sputnik V vaccine appears safe, effective against COVID-19 https://t.co/JKu1jHYsZU",wyffnews4,1,WYFF News 4,en
72,2021-02-02 23:57:06+00:00,1356753542367870978,"Moderna, Vaccine, COVID-19 Vaccine, Moderna COVID-19 Vaccine - Burbank, California - No side effects other than a slight soreness at injection site and fatigued the next day. SafelyHQ https://t.co/o7tC1BFwn5",safelyhq,0,Safely,en
73,2021-02-02 23:57:05+00:00,1356753540451082241,"Russian scientists say country's Sputnik V vaccine appears safe, effective against COVID-19 https://t.co/yKKZEh9zUl",koat7news,0,KOAT.com,en
74,2021-02-02 23:57:02+00:00,1356753526588772352,"Russia's COVID vaccine 92% effective, even in those over 60 https://t.co/lzKLtOCKoo",SamuelBride,0,"Samuel Bride, MD",en
75,2021-02-02 23:57:02+00:00,1356753525519261696,"As 13 million in US get COVID vaccine, minority uptake uncertain https://t.co/CKWsAVRAoR",SamuelBride,0,"Samuel Bride, MD",en
76,2021-02-02 23:57:01+00:00,1356753522461724672,"Which COVID-19 vaccine are you taking? 
🇺🇸: Pfizer Bio N Tech, Moderna, Novavax, Johnson and Johnson
🇷🇺: Sputnik V 
🇨🇳: SinoPharm
🇬🇧: Oxford AstraZeneca
🇮🇳: Bharat Biotech",ZaraarZ,0,Zaraar Zubair,en
77,2021-02-02 23:57:01+00:00,1356753521434120194,@GovtofPakistan @MoIB_Official @nhsrcofficial @fslsltn @Asad_Umar I would like to know the name of chinese Covid Vaccine like this? Thank you https://t.co/iGRVFOhTOP,AzharBaig20,0,AZHAR BAIG,en
78,2021-02-02 23:56:52+00:00,1356753485635735552,"On @CNBC today, Paul Dickson, Jr., of #Shreveport's Morris &amp; Dickson, on delivering the #CovidVaccine, ""Ramp up the supply. The demand is greater than the supply right now. And the distribution network is not a bottleneck."" https://t.co/bXMt1gMPAx",DanJovicNews,0,Daniel Jovic,en
79,2021-02-02 23:56:52+00:00,1356753484075433996,"Here's why some people test positive after getting a Covid-19 vaccine 
https://t.co/9sc1ZbKcBw",AndreasBoos,0,JustSearchin,en
80,2021-02-02 23:56:51+00:00,1356753480107642887,My smart friends send me covid vaccine trial data all the time that I don’t understand and I just have to smile and nod so they don’t realize I’m an idiot,CALAMITYMELODY,5,mel,en
81,2021-02-02 23:56:51+00:00,1356753478396366849,@thundacat830 @RCSD @OfficialLivePD @theprismahealth @LivePDNation @LTDansCrew I hope you do well with the covid vaccine i know a pharmacy tech that got the covid vaccine and is doing well,LynnScalone,0,Lynn Rogers,en
82,2021-02-02 23:56:46+00:00,1356753460729905158,"Y’all gotta stop posting about when you get the Covid vaccine

I promise we don’t care",cadebjohnson,2,Cade,en
83,2021-02-02 23:56:43+00:00,1356753447169703939,I haven't gotten covid and do not have fear of getting covid.  I would prefer to not get injected with the vaccine.,Prhym8,0,sans sherif,en
84,2021-02-02 23:56:43+00:00,1356753446700019720,Oh Great! My 65 year old Father has been registereng online and calling Cone Health and Guilford County Department of Health! 5000 Thousand Vaccines given today! No one called or emailed my Father! You can Die in North Carolina waiting for your Covid-19 Vaccine Shot!!!! https://t.co/iUof3pF1of,RJP56,1,@Edward Lewis,en
85,2021-02-02 23:56:35+00:00,1356753411820179466,Our physicians discussing COVID immunity and vaccine hesitancy. Stump the ID Specialist! https://t.co/X2STsFE80r,MontMedicine,0,MCMS - Montgomery County Medical Society,en
86,2021-02-02 23:56:34+00:00,1356753406640144385,@GovtofPakistan @MoIB_Official @nhsrcofficial @fslsltn @Asad_Umar I would like to know the name of chinese Covid Vaccine like this? Thank you https://t.co/jGanZPQVBs,AzharBaig20,0,AZHAR BAIG,en
87,2021-02-02 23:56:33+00:00,1356753404937179141,Opinion: COVID-19 vaccine rollout needs a shot of equity from https://t.co/HxTEnv1D2Z https://t.co/9fd4KGevOk #Flipboard10forToday via @Flipboard,HamsterRj,0,RJ Hamster,en
88,2021-02-02 23:56:32+00:00,1356753399358783489,"CVS: 250,000 Covid-19 Vaccine Doses To Become Available In Stores In 11 States Next Week https://t.co/ycYW1b6ArZ",tonyatienza,0,Anthony Atienza,en
89,2021-02-02 23:56:29+00:00,1356753389451939841,The UK government admits that covid vaccines are pointless and offer zero protection https://t.co/WBQcqEXr5d,AElsie2,0,Audrey,en
90,2021-02-02 23:56:23+00:00,1356753362214133762,"Manchester Memorial, Rockville General Cancel All COVID Vaccine Appointments Effective Feb. 4 https://t.co/efb51mn1xx",NBCConnecticut,2,NBC Connecticut,en
91,2021-02-02 23:56:21+00:00,1356753355494862848,"Select CVS Pharmacy locations across California will begin offering COVID-19 vaccines to eligible residents next week, the company said Tuesday.  https://t.co/63rmf0DF7u",MyDesert,4,The Desert Sun,en
92,2021-02-02 23:56:20+00:00,1356753349761097732,"@VinGuptaMD  Thanks to the medical personnel at Harborview where I received my first dose of Covid vaccine.  It was simple, low key, and efficient. Anyone stressing about getting a vaccination, as I was, can rest easy. I'm half way to a safer life.",ballardista,0,Holly Stein,en
93,2021-02-02 23:56:19+00:00,1356753347215306752,Israel Covid vaccine data shows extremely low rate of infections https://t.co/TIXjNnhi4u,JeanneBartram,2,Jasmine the European Cat,en
94,2021-02-02 23:56:14+00:00,1356753324490514434,"TOMORROW
Wed, 2/3 6:00 PM
Rep @HoulahanForPa hosts an info session on #CovidVaccine https://t.co/qTGE1y1rUQ",EasttownDems,1,Easttown Dems,en
95,2021-02-02 23:56:13+00:00,1356753321013506048,Industrialist and Philanthropist John Lumic Releases Must-Have COVID Vaccine https://t.co/QobBRI88g5,sol3news,0,Sol3 News,en
96,2021-02-02 23:56:13+00:00,1356753319075659776,AstraZeneca is likely the next COVID vaccine coming to Canada. What do we know about it? https://t.co/6kOnpnHi2B,screenlately,0,Screenlately,en
97,2021-02-02 23:56:10+00:00,1356753305796374530,"Even with vaccines, we still need treatments for Covid. So what works? https://t.co/SYKIIpmOfL",BasiaDiug,3,Dr Basia,en
98,2021-02-02 23:56:09+00:00,1356753302751334403,People really be thinking getting the vaccine means you won’t get covid anymore. I’m praying for people.,Lulubetz,0,Lulu,en
99,2021-02-02 23:56:06+00:00,1356753292722855936,The covid vaccine is more dangerous than the virus.,ChuckieG16,0,ChuckieG 🟧⬛️,en
100,2021-02-02 23:56:05+00:00,1356753287178027014,"Russian scientists say country's Sputnik V vaccine appears safe, effective against COVID-19 https://t.co/7MnU9N0SaX",WJCLNews,0,WJCL News,en
101,2021-02-02 23:56:05+00:00,1356753286884446212,"Russian scientists say country's Sputnik V vaccine appears safe, effective against COVID-19 https://t.co/Q85rYXERE9",ksbw,0,KSBW Action News 8,en
102,2021-02-02 23:56:05+00:00,1356753285957492737,"Russian scientists say country's Sputnik V vaccine appears safe, effective against COVID-19 https://t.co/hR85S5RURB",WGAL,1,WGAL,en
103,2021-02-02 23:56:03+00:00,1356753279112339461,"@coachingbyvideo Yes! That's what I'm seeing. The 2nd vacc wipes out the immune system. My mom is still fighting the 1st vaccine,she is NOT to get the 2nd one. It's like a permanent Covid affect.Note albuterol breathing treatments help with Covid and also the 1st vacc side affects.",Misty24185499,1,MistyIsAlwaysRight❤️,en
104,2021-02-02 23:56:03+00:00,1356753277832945664,Russia's Sputnik V vaccine 92% effective in fighting COVID-19 https://t.co/BTXNJixpL5 #reuters,rogue_corq,0,🐱🖤🕊️ VAXXED THO 🏳️‍🌈🖤🐱,en
105,2021-02-02 23:55:58+00:00,1356753259587923971,"@LaniCDF @BBCNews Half the time you say it they still think it's BS.
My wife works with covid-19 patients at UHW. (vaccine drug trials) covid wards and ICU.
You try telling them what it's like and then tell them how you know...it's still BS...but that's twitter for you.",RobbieRaygun,0,Robbie Raygun 📡,en
106,2021-02-02 23:55:58+00:00,1356753258832871432,"the thing about being below 65 &amp; disabled in the UK and having conditions that don't fit into neat little boxes is that if we die from Covid, it'll be from our 'underlying conditions', but we can't even come before healthy people our age in getting the vaccine",carlotta_emma,14,charl,en
107,2021-02-02 23:55:58+00:00,1356753256840486912,"Do I need to keep wearing my mask after getting the COVID-19 Vaccine? (English Version)

Yes. Some vaccines do not prevent you from getting the virus but keep you from getting sick if you get it. https://t.co/U6idJgTMkh",fdihbinc,0,"Ft.Defiance Indian Hospital Board, Inc.",en
108,2021-02-02 23:55:52+00:00,1356753233851645952,@NYGovCuomo We have underlined conditions and there is no Covid 19 vaccines for us at Advantage Care 96th street 2nd and 3rd avenues .,tceero,0,Terrie Stinson,en
109,2021-02-02 23:55:52+00:00,1356753233407057927,Commissioner @PatCothamMeck will receive her second COVID-19 vaccine on Feb. 11 #MeckBOCC,JoeBrunoWSOC9,3,Joe Bruno,en
110,2021-02-02 23:55:51+00:00,1356753227170123776,"Join us tomorrow, February 3rd at noon for the ""COVID-19 Vaccine Q&amp;A"" Webcast. 

Register online here: https://t.co/SJEOyNR9u0

#COVID19Vaccine #COVID19MD #COVID19 https://t.co/Lcg76K3R41",EFHCenter,0,Eze Health Center,en
111,2021-02-02 23:55:46+00:00,1356753208392245254,"Have questions about the COVID vaccine? Sign up for personalized updates from Zocdoc to get the info you need right in your inbox:
 https://t.co/OSYxIU0uHv via @zocdoc",Suzpet,0,Suzanne Petri,en
112,2021-02-02 23:55:42+00:00,1356753191996514327,There is no better feeling than helping elderly patients find a COVID vaccine appointment.,lisagemeni,18,Lisa (she/they) @ #writing,en
113,2021-02-02 23:55:40+00:00,1356753183180210177,"After another long and protracted bedtime routine, my son asked 'why can't the scientists create the vaccine to spread the same way as Covid &amp; then we'll  be vaccinated quickly', proud of his 8 year old thought process #COVID #vaccine #ChildrensMentalHealthWeek  #stephendonnelly",Bella81617160,1,Audrey Ryder,en
114,2021-02-02 23:55:36+00:00,1356753163345416193,Harrison County Health Department to host regional COVID-19 vaccine clinic https://t.co/eH8KQRVD2z,KTTNRadio,0,KTTN ᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,en
